Chromosome,Start,End,Width,Value,FWER,Nearest Symbol,Nearest Ensembl ID,Distance to Closest Gene,CpG Island?,Annotation,Cluster
chr13,33832326,33832739,414,0.013992947,0.024,STARD13-AS,ENSG00000236581.8_2,0,non-Island,Intron,1:G-N+
chr11,129621465,129622451,987,0.013883304,0.024,,ENSG00000255188.1_1,35507,non-Island,Intergenic,1:G-N+
chr12,31480004,31480140,137,0.013869518,0.024,FAM60A,ENSG00000139146.13_2,11,non-Island,Promoter,1:G-N+
chr2,55254295,55255311,1017,0.013999848,0.024,RTN4,ENSG00000115310.17_2,0,non-Island,CDS,1:G-N+
chr1,200272481,200272927,447,0.0138497,0.024,LINC00862,ENSG00000203721.6_2,0,non-Island,Intron,1:G-N+
chr8,79718013,79718606,594,0.013841467,0.024,IL7,ENSG00000104432.12_2,254,non-Island,Promoter,1:G-N+
chr1,242685590,242686368,779,0.013835275,0.024,PLD5,ENSG00000180287.16_2,0,non-Island,Intron,1:G-N+
chr12,120030707,120031137,431,0.013827807,0.024,,ENSG00000248636.6_1,0,non-Island,Intron,1:G-N+
chr14,34410743,34411048,306,0.013843905,0.024,EGLN3,ENSG00000129521.13_2,0,non-Island,Intron,1:G-N+
chr2,198460291,198460393,103,0.015587145,0.024,RFTN2,ENSG00000162944.10_2,0,non-Island,Intron,1:G-N+
chr19,12164279,12164305,27,0.016434003,0.024,,ENSG00000257355.1_2,496,non-Island,Promoter,1:G-N+
chr7,75779413,75780140,728,0.012283701,0.028,,ENSG00000224273.2_2,17907,CpG-Island,Intergenic,1:G-N+
chr16,85685650,85686725,1076,0.01337596,0.028,GSE1,ENSG00000131149.18_2,0,non-Island,Intron,1:G-N+
chr17,73334546,73336509,1964,0.013749669,0.028,GRB2,ENSG00000177885.13_2,0,non-Island,Intron,1:G-N+
chr17,73334546,73336509,1964,0.013749669,0.028,,ENSG00000228007.1_1,0,non-Island,Intron,1:G-N+
chr21,41047892,41048747,856,0.013729076,0.028,,ENSG00000225330.1_2,0,non-Island,Intron,1:G-N+
chr8,142652665,142653345,681,0.013738958,0.028,,ENSG00000226490.1_2,123827,non-Island,Intergenic,1:G-N+
chr4,4360098,4361111,1014,0.013802519,0.028,,ENSG00000168824.14_1,0,non-Island,Intron,1:G-N+
chr7,110208047,110210212,2166,0.013785391,0.028,,ENSG00000226965.1_1,33235,non-Island,Intergenic,1:G-N+
chr14,35147259,35148119,861,0.013778902,0.028,RNU6-1261P,ENSG00000253003.1,2058,non-Island,Intergenic,1:G-N+
chr17,78680410,78681080,671,0.013769075,0.028,RPTOR,ENSG00000141564.13_1,0,non-Island,Intron,1:G-N+
chr6,148570658,148572719,2062,0.013742442,0.028,,ENSG00000224658.1_1,0,non-Island,Intron,1:G-N+
chr1,204460191,204462191,2001,0.013748931,0.028,PIK3C2B,ENSG00000133056.13_2,0,non-Island,Intron,1:G-N+
chr19,10736464,10736688,225,0.013788519,0.028,SLC44A2,ENSG00000129353.14_2,0,non-Island,Intron,1:G-N+
chr1,37939124,37939523,400,0.01380402,0.028,LINC01137,ENSG00000233621.1_1,0,non-Island,Intron,1:G-N+
chr7,124400640,124401702,1063,0.013736542,0.028,GPR37,ENSG00000170775.2_1,0,non-Island,Intron,1:G-N+
chr9,88645857,88645997,141,0.013763417,0.028,GOLM1,ENSG00000135052.16_1,0,non-Island,Intron,1:G-N+
chr2,218197,219567,1371,0.013736104,0.028,SH3YL1,ENSG00000035115.21_2,0,non-Island,CDS,1:G-N+
chr7,16687562,16689018,1457,0.013706013,0.028,BZW2,ENSG00000136261.14_1,0,non-Island,Intron,1:G-N+
chr17,45868726,45869009,284,0.015515291,0.028,OSBPL7,ENSG00000006025.11_2,15728,non-Island,Intergenic,1:G-N+
chr1,201712892,201721722,8831,0.011402483,0.032,NAV1,ENSG00000134369.15_2,0,non-Island,Intron,1:G-N+
chr1,201712892,201721722,8831,0.011402483,0.032,IPO9-AS1,ENSG00000231871.5_2,0,non-Island,Intron,1:G-N+
chr5,191028,192053,1026,0.011603809,0.032,LRRC14B,ENSG00000185028.3_1,0,CpG-Island,CDS,1:G-N+
chr13,113677034,113678125,1092,0.013124124,0.032,MCF2L,ENSG00000126217.20_2,0,CpG-Island,Intron,1:G-N+
chr2,71822423,71824242,1820,0.013517395,0.032,DYSF,ENSG00000135636.13_1,0,non-Island,Intron,1:G-N+
chr4,186487618,186489763,2146,0.01360579,0.032,SORBS2,ENSG00000154556.17_2,16834,non-Island,Intergenic,1:G-N+
chr3,37735044,37736751,1708,0.01360376,0.032,ITGA9,ENSG00000144668.11_2,0,non-Island,Intron,1:G-N+
chr20,50148917,50149703,787,0.013614861,0.032,NFATC2,ENSG00000101096.19_1,0,non-Island,Intron,1:G-N+
chr6,168417478,168418570,1093,0.01369791,0.032,KIF25,ENSG00000125337.16_2,0,non-Island,5'UTR,1:G-N+
chr1,40097917,40098531,615,0.013695595,0.032,HEYL,ENSG00000163909.7_1,0,non-Island,CDS,1:G-N+
chr8,141468900,141469116,217,0.013750998,0.032,TRAPPC9,ENSG00000167632.14_2,221,non-Island,Promoter,1:G-N+
chr1,198874524,198874806,283,0.01373654,0.032,MIR181A1HG,ENSG00000229989.3_1,0,non-Island,Intron,1:G-N+
chr10,93662527,93662568,42,0.015391657,0.032,FGFBP3,ENSG00000174721.9_1,3777,non-Island,Intergenic,1:G-N+
chr10,92615042,92615256,215,0.01534055,0.032,HTR7,ENSG00000148680.15_1,0,non-Island,Intron,1:G-N+
chr14,32652115,32652446,332,0.015325018,0.032,RNU6-7,ENSG00000201654.1,18804,non-Island,Intergenic,1:G-N+
chr9,136007091,136009944,2854,0.010461811,0.036,RALGDS,ENSG00000160271.14_2,0,non-Island,Intron,1:G-N+
chr12,110157422,110162175,4754,0.010995589,0.036,FAM222A,ENSG00000139438.5_2,0,non-Island,Intron,1:G-N+
chr20,35480316,35484081,3766,0.011428341,0.036,SOGA1,ENSG00000149639.14_2,0,non-Island,Intron,1:G-N+
chr5,179596431,179597846,1416,0.013018454,0.036,RASGEF1C,ENSG00000146090.15_1,0,non-Island,Intron,1:G-N+
chr17,36638764,36640781,2018,0.01235647,0.036,NA,ENSG00000275832.4_1,0,non-Island,CDS,1:G-N+
chr17,73503643,73505628,1986,0.013572222,0.036,CASKIN2,ENSG00000177303.9_2,0,non-Island,CDS,1:G-N+
chr2,33150316,33152739,2424,0.013588111,0.036,LINC00486,ENSG00000230876.6_1,0,non-Island,Intron,1:G-N+
chr2,33150316,33152739,2424,0.013588111,0.036,,ENSG00000236854.1_1,0,non-Island,Intron,1:G-N+
chr10,135008231,135008874,644,0.013692375,0.036,KNDC1,ENSG00000171798.17_1,0,non-Island,Intron,1:G-N+
chr16,29204620,29205334,715,0.013647282,0.036,,ENSG00000260517.2_2,0,non-Island,Intron,1:G-N+
chr8,134303062,134305258,2197,0.013650807,0.036,NDRG1,ENSG00000104419.14_2,0,non-Island,Intron,1:G-N+
chr19,19574606,19575730,1125,0.013677481,0.036,GATAD2A,ENSG00000167491.17_2,0,non-Island,5'UTR,1:G-N+
chr14,105191377,105192102,726,0.013666299,0.036,ADSSL1,ENSG00000185100.10_1,0,non-Island,Intron,1:G-N+
chr10,128257738,128259960,2223,0.013692522,0.036,C10orf90,ENSG00000154493.17_2,0,non-Island,Intron,1:G-N+
chr9,71801068,71803262,2195,0.013688377,0.036,TJP2,ENSG00000119139.17_2,0,non-Island,Intron,1:G-N+
chr19,15307939,15309010,1072,0.013653234,0.036,NOTCH3,ENSG00000074181.8_1,0,non-Island,CDS,1:G-N+
chr7,137682962,137685376,2415,0.013647671,0.036,CREB3L2,ENSG00000182158.14_1,0,non-Island,Intron,1:G-N+
chr16,192262,193087,826,0.013626771,0.036,NPRL3,ENSG00000103148.15_2,3402,non-Island,Intergenic,1:G-N+
chr10,34095987,34096865,879,0.013643968,0.036,LINC00838,ENSG00000261683.1_1,34400,non-Island,Intergenic,1:G-N+
chr2,219645626,219646372,747,0.013679806,0.036,CYP27A1,ENSG00000135929.8_2,99,non-Island,Promoter,1:G-N+
chr3,93885749,93888262,2514,0.013663355,0.036,NSUN3,ENSG00000178694.9_1,38359,non-Island,Intergenic,1:G-N+
chr2,128641630,128642103,474,0.013660031,0.036,AMMECR1L,ENSG00000144233.9_1,0,non-Island,5'UTR,1:G-N+
chr12,49741866,49742076,211,0.013632967,0.036,DNAJC22,ENSG00000178401.14_1,0,non-Island,5'UTR,1:G-N+
chr1,13982716,13983917,1202,0.013666655,0.036,,ENSG00000237445.2_1,0,non-Island,Intron,1:G-N+
chr9,8798589,8798656,68,0.015258108,0.036,PTPRD,ENSG00000153707.16_2,0,non-Island,Intron,1:G-N+
chr13,78277650,78277897,248,0.015239968,0.036,SLAIN1,ENSG00000139737.21_2,0,non-Island,Intron,1:G-N+
chr8,63952614,63952638,25,0.01507188,0.036,GGH,ENSG00000137563.11_1,883,non-Island,Promoter,1:G-N+
chr19,30337113,30337252,140,0.014943657,0.036,CCNE1,ENSG00000105173.13_2,21897,non-Island,Intergenic,1:G-N+
chr8,43616258,43616258,1,0.01714423,0.036,,ENSG00000253198.1_1,86523,non-Island,Intergenic,1:G-N+
chr14,105131954,105133458,1505,0.013502726,0.04,,ENSG00000260792.1_1,58,non-Island,Promoter,1:G-N+
chr16,70065573,70066854,1282,0.013670921,0.04,PDXDC2P,ENSG00000196696.12_2,0,non-Island,Intron,1:G-N+
chr16,70065573,70066854,1282,0.013670921,0.04,,ENSG00000255185.5_2,0,non-Island,Intron,1:G-N+
chr11,7535970,7536295,326,0.013687723,0.04,PPFIBP2,ENSG00000166387.11_2,0,non-Island,Intron,1:G-N+
chr11,85377031,85377167,137,0.01459505,0.04,CREBZF,ENSG00000137504.13_1,0,non-Island,Intron,1:G-N+
chr6,64029870,64030429,560,0.015757279,0.04,LGSN,ENSG00000146166.16_2,0,non-Island,5'UTR,1:G-N+
chr7,150839065,150840850,1786,0.011541909,0.044,AGAP3,ENSG00000133612.18_1,0,non-Island,CDS,1:G-N+
chr8,144904241,144906771,2531,0.011528047,0.044,PUF60,ENSG00000179950.13_1,0,non-Island,CDS,1:G-N+
chr17,2626983,2627725,743,0.012678869,0.044,NA,ENSG00000277200.1_1,0,CpG-Island,Promoter,1:G-N+
chr17,2626983,2627725,743,0.012678869,0.044,,ENSG00000261963.2_2,0,CpG-Island,Promoter,1:G-N+
chr21,46877646,46878999,1354,0.012958838,0.044,COL18A1,ENSG00000182871.14_2,0,non-Island,Intron,1:G-N+
chr11,119211268,119212951,1684,0.01320147,0.044,C1QTNF5,ENSG00000223953.5_2,0,CpG-Island,CDS,1:G-N+
chr11,119211268,119212951,1684,0.01320147,0.044,MFRP,ENSG00000235718.8_2,0,CpG-Island,CDS,1:G-N+
chr21,44579203,44579945,743,0.013381175,0.044,NA,ENSG00000278927.1_1,0,non-Island,Intron,1:G-N+
chr21,44579203,44579945,743,0.013381175,0.044,,ENSG00000228120.2_1,0,non-Island,Intron,1:G-N+
chr12,56474524,56477818,3295,0.013525964,0.044,ERBB3,ENSG00000065361.14_2,0,non-Island,CDS,1:G-N+
chr3,129330593,129331295,703,0.013599641,0.044,PLXND1,ENSG00000004399.12_2,4931,non-Island,Intergenic,1:G-N+
chr2,47269057,47270902,1846,0.01360223,0.044,TTC7A,ENSG00000068724.15_2,0,non-Island,Intron,1:G-N+
chr22,22288203,22288994,792,0.013593704,0.044,PPM1F,ENSG00000100034.13_2,0,CpG-Island,CDS,1:G-N+
chr2,241577843,241578454,612,0.013612321,0.044,GPR35,ENSG00000178623.11_2,7166,non-Island,Intergenic,1:G-N+
chr10,65649183,65650203,1021,0.013596558,0.044,,ENSG00000228566.1_1,0,non-Island,Intron,1:G-N+
chr6,128842659,128843706,1048,0.014499407,0.044,PTPRK,ENSG00000152894.14_2,839,non-Island,Promoter,1:G-N+
chr2,145117178,145118167,990,0.014484802,0.044,ZEB2,ENSG00000169554.17_2,23480,non-Island,Intergenic,1:G-N+
chr5,34654574,34655337,764,0.014268969,0.044,RAI14,ENSG00000039560.13_1,1004,non-Island,Promoter,1:G-N+
chr2,207138264,207138375,112,0.01414082,0.044,ZDBF2,ENSG00000204186.7_1,1011,non-Island,Promoter,1:G-N+
chr10,112066088,112066088,1,-0.016888245,0.044,SMNDC1,ENSG00000119953.12_1,1378,non-Island,Promoter,1:G-N+
chr16,46823623,46823623,1,-0.016709634,0.044,MYLK3,ENSG00000140795.12_1,0,non-Island,Intron,1:G-N+
chr3,136539414,136539414,1,-0.016570755,0.044,SLC35G2,ENSG00000168917.8_1,0,non-Island,Intron,1:G-N+
chr5,171844110,171847998,3889,0.011194879,0.048,SH3PXD2B,ENSG00000174705.12_2,0,non-Island,Intron,1:G-N+
chr11,62380674,62381076,403,0.01357169,0.048,ROM1,ENSG00000149489.8_2,0,non-Island,CDS,1:G-N+
chrX,50557582,50558474,893,0.013601363,0.048,SHROOM4,ENSG00000158352.15_1,279,non-Island,Promoter,1:G-N+
chr7,14031919,14032365,447,0.014071363,0.048,ETV1,ENSG00000006468.13_1,868,non-Island,Promoter,1:G-N+
chr12,94135464,94135680,217,0.015521992,0.048,CRADD,ENSG00000169372.12_2,0,non-Island,Intron,1:G-N+
chr1,156046020,156047248,1229,0.014787788,0,MEX3A,ENSG00000254726.2_1,0,CpG-Island,CDS,2:G0N+
chr1,156046020,156047248,1229,0.014787788,0,,ENSG00000222611.1,0,CpG-Island,CDS,2:G0N+
chr3,13696590,13697288,699,0.015746794,0,LINC00620,ENSG00000224514.2_1,0,CpG-Island,Intron,2:G0N+
chr9,130504139,130505415,1277,0.016702754,0,SH2D3C,ENSG00000095370.19_1,0,CpG-Island,CDS,2:G0N+
chr2,6122814,6127006,4193,0.015538474,0,LINC01105,ENSG00000232044.6_1,0,non-Island,Intron,2:G0N+
chr6,166267558,166268287,730,0.015836674,0,PDE10A,ENSG00000112541.9,0,CpG-Island,Intron,2:G0N+
chr17,45785110,45786590,1481,0.013997412,0,TBKBP1,ENSG00000198933.9_2,0,CpG-Island,CDS,2:G0N+
chr2,240361503,240363813,2311,0.017366598,0,,ENSG00000222020.2_1,37444,non-Island,Intergenic,2:G0N+
chr2,74641953,74642934,982,0.013365138,0,C2orf81,ENSG00000159239.12_2,0,CpG-Island,CDS,2:G0N+
chr17,47979147,47980419,1273,0.015547636,0,,ENSG00000248954.1_1,889,CpG-Island,Intergenic,2:G0N+
chr8,47184771,47189315,4545,0.012381662,0,,ENSG00000255915.1,12298,non-Island,Intergenic,2:G0N+
chr16,57164356,57167666,3311,0.017238251,0,CPNE2,ENSG00000140848.16_2,0,non-Island,Intron,2:G0N+
chr11,118504950,118507300,2351,0.015749738,0,PHLDB1,ENSG00000019144.17_2,0,CpG-Island,CDS,2:G0N+
chr15,89949305,89950300,996,0.014405568,0,LINC00925,ENSG00000255571.7_2,7586,CpG-Island,Intergenic,2:G0N+
chr15,31598091,31599771,1681,0.017224778,0,KLF13,ENSG00000169926.10_2,19286,non-Island,Intergenic,2:G0N+
chr1,156645798,156646689,892,0.014229706,0,NES,ENSG00000132688.10_1,0,CpG-Island,CDS,2:G0N+
chr9,135607938,135609085,1148,0.021579642,0,AK8,ENSG00000165695.9_2,0,non-Island,Intron,2:G0N+
chr3,48466437,48470023,3587,0.013917278,0,PLXNB1,ENSG00000164050.12_1,0,non-Island,5'UTR,2:G0N+
chrX,153687878,153689270,1393,0.018501626,0,PLXNA3,ENSG00000130827.6_1,0,CpG-Island,CDS,2:G0N+
chr12,132689949,132690913,965,0.014729535,0,GALNT9,ENSG00000182870.8,0,CpG-Island,5'UTR,2:G0N+
chr19,35531036,35532307,1272,0.014892007,0,SCN1B,ENSG00000105711.10_2,0,CpG-Island,5'UTR,2:G0N+
chr19,35531036,35532307,1272,0.014892007,0,HPN,ENSG00000105707.13_1,0,CpG-Island,5'UTR,2:G0N+
chr12,49365951,49368074,2124,0.013664347,0,WNT10B,ENSG00000169884.13_2,404,non-Island,Promoter,2:G0N+
chr19,55598557,55599221,665,0.015644473,0,EPS8L1,ENSG00000131037.14_1,0,CpG-Island,CDS,2:G0N+
chr20,60692090,60693310,1221,0.01537745,0,LSM14B,ENSG00000149657.19_2,4206,non-Island,Intergenic,2:G0N+
chr2,239494565,239495753,1189,0.018532077,0,LINC01107,ENSG00000225493.1_1,30869,non-Island,Intergenic,2:G0N+
chr19,3708137,3709552,1416,0.017995486,0,TJP3,ENSG00000105289.14_2,0,non-Island,5'UTR,2:G0N+
chr11,64642915,64644959,2045,0.015854153,0,EHD1,ENSG00000110047.17_1,0,non-Island,5'UTR,2:G0N+
chr9,92276541,92277997,1457,0.013884111,0,,ENSG00000237372.2_1,0,non-Island,Intron,2:G0N+
chr2,85968350,85970311,1962,0.01666784,0,ATOH8,ENSG00000168874.12_1,8155,non-Island,Intergenic,2:G0N+
chr16,85343192,85343962,771,0.017102809,0,GSE1,ENSG00000131149.18_2,0,non-Island,Intron,2:G0N+
chr19,1302441,1303209,769,0.015846633,0,EFNA2,ENSG00000099617.3_1,2204,CpG-Island,Intergenic,2:G0N+
chr6,164506112,164507386,1275,0.015011398,0,,ENSG00000260422.1_1,0,non-Island,Promoter,2:G0N+
chr11,124732816,124734414,1599,0.01508213,0,ROBO3,ENSG00000154134.14_1,867,non-Island,Promoter,2:G0N+
chr1,3087005,3088111,1107,0.014618517,0,PRDM16,ENSG00000142611.16_2,0,non-Island,Intron,2:G0N+
chr17,79338749,79339566,818,0.016938978,0,,ENSG00000263154.1_1,0,non-Island,Intron,2:G0N+
chr9,133986878,133988360,1483,0.014919975,0,AIF1L,ENSG00000126878.12_1,0,non-Island,CDS,2:G0N+
chr7,129794132,129795169,1038,0.0169182,0,TMEM209,ENSG00000146842.16_1,9385,non-Island,Intergenic,2:G0N+
chr11,2612058,2612990,933,0.019742766,0,KCNQ1,ENSG00000053918.15_2,0,non-Island,Intron,2:G0N+
chr5,61032229,61035395,3167,0.017459581,0,C5orf64,ENSG00000178722.12_1,0,non-Island,Intron,2:G0N+
chr19,485361,486349,989,0.017346365,0,MADCAM1,ENSG00000099866.14_1,2826,non-Island,Intergenic,2:G0N+
chr1,2899376,2900176,801,0.015787763,0,ACTRT2,ENSG00000169717.6_2,37870,non-Island,Intergenic,2:G0N+
chr16,88176908,88177736,829,0.015260683,0,,ENSG00000260162.2_1,33158,non-Island,Intergenic,2:G0N+
chr17,35084064,35085503,1440,0.015582865,0,NA,ENSG00000275613.1_1,1412,non-Island,Intergenic,2:G0N+
chr2,236538819,236539869,1051,0.018660109,0,AGAP1,ENSG00000157985.18_2,0,non-Island,Intron,2:G0N+
chr6,167725332,167727948,2617,0.015102827,0,UNC93A,ENSG00000112494.9_1,0,non-Island,Intron,2:G0N+
chr5,146825889,146831209,5321,0.015015974,0,DPYSL3,ENSG00000113657.12_2,0,non-Island,Intron,2:G0N+
chr4,2838811,2840670,1860,0.015866003,0,SH3BP2,ENSG00000087266.15_2,0,non-Island,3'UTR,2:G0N+
chr20,48671235,48672067,833,0.015325343,0,TRERNA1,ENSG00000231265.1_1,13193,non-Island,Intergenic,2:G0N+
chr2,241899769,241900675,907,0.018554528,0,,ENSG00000226321.5_2,0,non-Island,Intron,2:G0N+
chr2,241899769,241900675,907,0.018554528,0,,ENSG00000233392.5_1,0,non-Island,Intron,2:G0N+
chr11,120703106,120704359,1254,0.018417015,0,GRIK4,ENSG00000149403.11_2,0,non-Island,Intron,2:G0N+
chr1,32797708,32800380,2673,0.020945157,0,HDAC1,ENSG00000116478.11_1,0,non-Island,CDS,2:G0N+
chr1,32797708,32800380,2673,0.020945157,0,MARCKSL1,ENSG00000175130.6_1,0,non-Island,CDS,2:G0N+
chr6,17031671,17032641,971,0.018871525,0,STMND1,ENSG00000230873.8_1,69847,non-Island,Intergenic,2:G0N+
chr7,100728343,100729154,812,0.018369006,0,TRIM56,ENSG00000169871.12_2,0,non-Island,5'UTR,2:G0N+
chr5,87692212,87694303,2092,0.019484704,0,TMEM161B-AS1,ENSG00000247828.7_2,0,non-Island,Intron,2:G0N+
chr19,11649194,11649972,779,0.019227393,0,CNN1,ENSG00000130176.7_1,0,non-Island,CDS,2:G0N+
chr6,90687585,90689320,1736,0.02057064,0,BACH2,ENSG00000112182.14_2,0,non-Island,Intron,2:G0N+
chr19,18745586,18746521,936,0.019518138,0,KLHL26,ENSG00000167487.11_2,1253,non-Island,Promoter,2:G0N+
chr16,13932301,13933586,1286,0.018133974,0,,ENSG00000262267.5_1,58683,non-Island,Intergenic,2:G0N+
chr1,17864666,17865365,700,0.018726428,0,ARHGEF10L,ENSG00000074964.16_1,964,non-Island,Promoter,2:G0N+
chr4,2820762,2821009,248,0.01885231,0,SH3BP2,ENSG00000087266.15_2,0,non-Island,5'UTR,2:G0N+
chr6,126071843,126072671,829,0.018532493,0,HEY2,ENSG00000135547.8_1,0,non-Island,Intron,2:G0N+
chr5,87689873,87690576,704,0.021205764,0,TMEM161B-AS1,ENSG00000247828.7_2,0,non-Island,Intron,2:G0N+
chr1,243399614,243400175,562,0.020103341,0,CEP170,ENSG00000143702.15_1,0,non-Island,Intron,2:G0N+
chr2,74427157,74427301,145,0.018851367,0,MTHFD2,ENSG00000065911.11_1,0,non-Island,Intron,2:G0N+
chr4,125634985,125635018,34,0.025618026,0,ANKRD50,ENSG00000151458.11_1,1097,non-Island,Promoter,2:G0N+
chr2,168148419,168148419,1,0.023294707,0,,ENSG00000228222.1_1,1261,non-Island,Promoter,2:G0N+
chr9,139095433,139097255,1823,0.011053728,0.004,LHX3,ENSG00000107187.15_1,0,CpG-Island,CDS,2:G0N+
chr2,105045808,105049214,3407,0.01369107,0.004,LINC01102,ENSG00000235597.1_1,510,non-Island,Promoter,2:G0N+
chr5,2515172,2516006,835,0.014378466,0.004,NA,ENSG00000281560.1_1,196698,non-Island,Intergenic,2:G0N+
chr5,177542087,177543952,1866,0.014331595,0.004,N4BP3,ENSG00000145911.5_1,0,non-Island,Intron,2:G0N+
chr17,73865185,73867015,1831,0.014218109,0.004,TRIM47,ENSG00000132481.6_1,3226,non-Island,Intergenic,2:G0N+
chr1,32041507,32042625,1119,0.017799685,0.004,TINAGL1,ENSG00000142910.15_1,0,non-Island,5'UTR,2:G0N+
chr10,80672929,80674100,1172,0.014161858,0.004,ZMIZ1-AS1,ENSG00000224596.7_2,28984,non-Island,Intergenic,2:G0N+
chr1,11039681,11041247,1567,0.014509787,0.004,C1orf127,ENSG00000175262.14_2,0,non-Island,Intron,2:G0N+
chr2,220197046,220197716,671,0.016775783,0.004,RESP18,ENSG00000182698.11_1,0,non-Island,CDS,2:G0N+
chr11,8227689,8228707,1019,0.014415702,0.004,LMO1,ENSG00000166407.13_1,17143,non-Island,Intergenic,2:G0N+
chr1,23003319,23003872,554,0.016200089,0.004,C1QB,ENSG00000173369.15_1,15287,CpG-Island,Intergenic,2:G0N+
chr10,43447353,43448162,810,0.017599248,0.004,,ENSG00000229630.1_1,26302,non-Island,Intergenic,2:G0N+
chrX,49022685,49023924,1240,0.015024939,0.004,,ENSG00000269313.5_1,0,CpG-Island,CDS,2:G0N+
chr13,31019788,31020407,620,0.014571638,0.004,HMGB1,ENSG00000189403.14_2,10433,CpG-Island,Intergenic,2:G0N+
chr17,1119648,1120855,1208,0.016565814,0.004,ABR,ENSG00000159842.14_2,0,non-Island,Intron,2:G0N+
chr15,83317087,83317836,750,0.015430002,0.004,CPEB1,ENSG00000214575.9_2,0,CpG-Island,Intron,2:G0N+
chr15,83317087,83317836,750,0.015430002,0.004,,ENSG00000259462.2_2,0,CpG-Island,Intron,2:G0N+
chr6,5026121,5027309,1189,0.015347846,0.004,,ENSG00000272142.1_1,2896,non-Island,Intergenic,2:G0N+
chr5,176207383,176208762,1380,0.016039833,0.004,UNC5A,ENSG00000113763.10_2,28715,non-Island,Intergenic,2:G0N+
chr20,61747716,61748432,717,0.015290411,0.004,,ENSG00000260416.1_1,10414,non-Island,Intergenic,2:G0N+
chr21,43441558,43442386,829,0.017008016,0.004,ZNF295-AS1,ENSG00000237232.7_1,0,non-Island,Intron,2:G0N+
chr12,131505273,131506182,910,0.016843663,0.004,GPR133,ENSG00000111452.12_2,0,non-Island,Intron,2:G0N+
chr7,5710950,5712535,1586,0.015467885,0.004,RNF216,ENSG00000011275.18_2,0,non-Island,Intron,2:G0N+
chr7,5710950,5712535,1586,0.015467885,0.004,RNF216-IT1,ENSG00000237738.1_2,0,non-Island,Intron,2:G0N+
chr2,10344449,10345328,880,0.015674457,0.004,C2orf48,ENSG00000163009.8_1,0,non-Island,Intron,2:G0N+
chr5,532792,533511,720,0.017447078,0.004,MIR4456,ENSG00000264233.1,2443,non-Island,Intergenic,2:G0N+
chr22,45431819,45432664,846,0.016146447,0.004,PHF21B,ENSG00000056487.15_2,25938,non-Island,Intergenic,2:G0N+
chr5,87441382,87442218,837,0.015941462,0.004,TMEM161B,ENSG00000164180.13_1,43231,non-Island,Intergenic,2:G0N+
chr17,80925736,80926418,683,0.017852066,0.004,B3GNTL1,ENSG00000175711.8_1,0,non-Island,Intron,2:G0N+
chr18,9416446,9417854,1409,0.017757528,0.004,TWSG1,ENSG00000128791.11_1,14027,non-Island,Intergenic,2:G0N+
chr6,163767350,163768129,780,0.017403641,0.004,,ENSG00000217514.1_1,16112,non-Island,Intergenic,2:G0N+
chr2,74214408,74215340,933,0.015928486,0.004,TET3,ENSG00000187605.15_1,0,non-Island,Intron,2:G0N+
chr11,17740208,17740723,516,0.015598908,0.004,MYOD1,ENSG00000129152.3_1,391,non-Island,Promoter,2:G0N+
chr12,132995878,132996844,967,0.017448721,0.004,NA,ENSG00000274373.1_1,4245,non-Island,Intergenic,2:G0N+
chr16,48142952,48144305,1354,0.015938022,0.004,ABCC12,ENSG00000140798.15_2,0,non-Island,Intron,2:G0N+
chr16,1533549,1534223,675,0.016499395,0.004,PTX4,ENSG00000251692.7_1,1663,non-Island,Intergenic,2:G0N+
chr5,177861710,177862555,846,0.015585662,0.004,COL23A1,ENSG00000050767.15_2,0,non-Island,Intron,2:G0N+
chr14,95334065,95335475,1411,0.016078974,0.004,NA,ENSG00000274379.1_1,49114,non-Island,Intergenic,2:G0N+
chr2,97203825,97204612,788,0.015745928,0.004,ARID5A,ENSG00000196843.15_1,0,non-Island,5'UTR,2:G0N+
chr10,6779858,6780794,937,0.016983339,0.004,,ENSG00000223784.1_1,0,non-Island,Intron,2:G0N+
chr18,13990938,13994767,3830,0.015869078,0.004,NA,ENSG00000279352.1_1,15285,non-Island,Intergenic,2:G0N+
chr8,17015347,17017591,2245,0.017249435,0.004,ZDHHC2,ENSG00000104219.12_2,0,non-Island,Intron,2:G0N+
chr7,101376462,101377621,1160,0.017253783,0.004,CUX1,ENSG00000257923.9_2,81562,non-Island,Intergenic,2:G0N+
chr5,134913171,134914024,854,0.015570167,0.004,,ENSG00000250167.1_1,0,non-Island,Intron,2:G0N+
chr5,134913171,134914024,854,0.015570167,0.004,CXCL14,ENSG00000145824.12_1,0,non-Island,Intron,2:G0N+
chr19,51857360,51858253,894,0.016899959,0.004,ETFB,ENSG00000105379.9_2,0,non-Island,CDS,2:G0N+
chr19,51857360,51858253,894,0.016899959,0.004,,ENSG00000269403.1_2,0,non-Island,CDS,2:G0N+
chr13,31664721,31666031,1311,0.017120389,0.004,WDR95P,ENSG00000231894.2_1,0,non-Island,Intron,2:G0N+
chr2,219735658,219736043,386,0.016064284,0.004,WNT6,ENSG00000115596.3_1,0,non-Island,CDS,2:G0N+
chr7,98334597,98335404,808,0.016604184,0.004,RNU6-393P,ENSG00000207204.1,56936,non-Island,Intergenic,2:G0N+
chr15,26487462,26488561,1100,0.016089736,0.004,LINC00929,ENSG00000259150.5_1,109277,non-Island,Intergenic,2:G0N+
